突然	突然 とつぜん abrupt; sudden; unexpected; all at once
城	城 しろ castle
郵便	郵便 ゆうびん mail service; postal service; mail; post; mail; postal matter; postal items
板	板 いた board; plank; sheet (of metal); plate (of glass); pane; slab; cutting board; chopping board; chef (esp. of high-end Japanese cuisine); cook; stage (i.e. at a theatre)
才能	才能 さいのう talent; ability
処理	処理 しょり processing; dealing with; treatment; disposition; disposal
解決	解決 かいけつ settlement; solution; resolution
方	方 ほう direction; way; side; area (in a particular direction); side (of an argument, etc.); one's part; type; category; field (of study, etc.); indicates one side of a comparison; way; method; manner; means; length (of each side of a square)
影響	影響 えいきょう influence; effect; to influence; to affect; to have an influence on; to impact; to have an effect on
心理	心理 しんり state of mind; mentality; psychology
放送	放送 ほうそう broadcast; broadcasting
高速	高速 こうそく high speed; high gear; highway; freeway; expressway; motorway
暮らし	暮らし くらし life; living; livelihood; life circumstances
行動	行動 こうどう action; conduct; behaviour; behavior; mobilization; mobilisation
ホーム	ホーム ホーム platform; home
改善	改善 かいぜん betterment; improvement; kaizen (Japanese business philosophy of continuous improvement)
逆	逆 ぎゃく reverse; opposite; converse (of a hypothesis, etc.); inverse (function)
成人	成人 せいじん adult; to grow up; to mature; to come of age
平均	平均 へいきん average; mean; balance; equilibrium
宿泊	宿泊 しゅくはく lodging
同時	同時 どうじ simultaneous; concurrent; same time; synchronous; together
単位	単位 たんい unit; denomination; credit (in school)
表面	表面 ひょうめん surface; face; outside; exterior; appearances; superficiality
独り	独り ひとり one person; alone; unmarried; solitary
実現	実現 じつげん implementation (e.g. of a system); materialization; materialisation; realization; realisation
愛	愛 あい love; affection; care; attachment; craving; desire
責任	責任 せきにん duty; responsibility (incl. supervision of staff); liability; onus
組	組 くみ set (of items); group (of people); class (of students); company (esp. construction); family (i.e. mafia); team; typesetting; composition
灯	灯 ひ light; lamp; torch
金属	金属 きんぞく metal
本人	本人 ほんにん the person himself
表情	表情 ひょうじょう facial expression; countenance; look; appearance; expression (vocal, etc.)
一家	一家 いっか a house; a home; a family; a household; one's family; one's folks; a style
医療	医療 いりょう medical care; medical treatment
判断	判断 はんだん judgment; judgement; decision; conclusion; adjudication; divination; judgement
数字	数字 すうじ numeral; figure; digit; numeric character
整理	整理 せいり sorting; arrangement; organization; putting in order; adjustment; regulation; liquidation; settlement; consolidation; clearance (e.g. debt); paying off; retrenchment; curtailment; cutting down; disposal
段	段 だん step; stair; (flight of) steps; (row of) stitches; columns (of print); grade; rank; level; counter for breaks in written language (or speech, etc.)
植物	植物 しょくぶつ plant; vegetation
秘密	秘密 ひみつ secret; secrecy; confidentiality; privacy; secret; mystery; esoteric teachings
プロ	プロ プロ professional
コード	コード コード code; cord; chord
印象	印象 いんしょう impression
具体	具体 ぐたい concrete; tangible; material
設備	設備 せつび equipment; device; facilities; installation
意思	意思 いし intention; purpose
提出	提出 ていしゅつ to present; to submit (e.g. a report or a thesis); to hand in; to file; to turn in; presentation; submission; filing
青年	青年 せいねん youth; young man
以来	以来 いらい since; henceforth
最も	最も もっとも most; extremely
最低	最低 さいてい least; lowest; worst; nasty; disgusting; horrible; yuck!
速度	速度 そくど speed; velocity; rate
便	便 びん flight (e.g. airline flight); trip (e.g. train trip); service; mail; post; letter; opportunity; chance
調査	調査 ちょうさ investigation; examination; inquiry; enquiry; survey
時期	時期 じき time; season; period; phase; stage; soon; shortly
不足	不足 ふそく insufficiency; shortage; deficiency; lack; dearth
独立	独立 どくりつ independence (e.g. Independence Day); self-support
知識	知識 ちしき knowledge; information
年代	年代 ねんだい age; era; period; date
大変	大変 たいへん very; greatly; immense; enormous; great; serious; grave; dreadful; terrible; difficult; hard; major incident; disaster
感謝	感謝 かんしゃ thanks; gratitude
準備	準備 じゅんび preparation; setup; arrangements; provision; reserve
有効	有効 ゆうこう validity; legality; availability; effectiveness
機械	機械 きかい machine; mechanism; instrument; appliance; apparatus
安定	安定 あんてい stability; equilibrium
球	球 たま ball; sphere; globe; orb; bead (of sweat, dew, etc.); drop; droplet; ball (in sports); pile (of noodles, etc.); bullet; bulb (i.e. a light bulb); lens (of glasses, etc.); bead (of an abacus); ball (i.e. a testicle); gem; jewel (esp. spherical; sometimes used figuratively); pearl; female entertainer (e.g. a geisha); person (when commenting on their nature); character; item, funds or person used as part of a plot; egg; coin; precious; beautiful; excellent
拡大	拡大 かくだい magnification; enlargement; expansion; amplification
集中	集中 しゅうちゅう concentration; convergence; centralization; integration; gathering together
幸福	幸福 こうふく happiness; blessedness; joy; well-being
推薦	推薦 すいせん recommendation; referral; endorsement
学	学 がく -ology; -ics; study of ...; learning; scholarship; erudition; knowledge
成長	成長 せいちょう growth; grow to adulthood
語	語 ご language; word
スタイル	スタイル スタイル figure; body build; style
ゲーム	ゲーム ゲーム game
現場	現場 げんば actual spot; scene; scene of the crime; site; location; setting; shop floor; factory floor; (on) site
生物	生物 せいぶつ living things; creature; biology
機関	機関 きかん engine; agency; organisation; organization; institution; organ; body; system; facility; facilities
老人	老人 ろうじん the aged; old person
表現	表現 ひょうげん expression; presentation; representation; notation
金額	金額 きんがく amount of money
様々	様々 さまざま varied; various
死亡	死亡 しぼう death; mortality; to die; to pass away
側	側 そば near; close; beside; vicinity; proximity; besides; while; third person
経験	経験 けいけん experience
道路	道路 どうろ road; highway
連続	連続 れんぞく serial; consecutive; continuity; occurring in succession; continuing
実施	実施 じっし enforcement; implementation; putting into practice; carrying out; operation; working (e.g. working parameters); enactment
修正	修正 しゅうせい amendment; correction; revision; modification; alteration; retouching; update; fix
相手	相手 あいて companion; partner; company; other party; addressee; opponent (sports, etc.)
障害	障害 しょうがい obstacle; impediment; hindrance; difficulty; barrier; handicap; impairment; disability; disorder; malfunction
楽	楽 らく comfort; ease; raku pottery
空	空 から emptiness; vacuum; blank
人工	人工 じんこう artificial; man-made; human work; human skill; artificiality
宝	宝 たから treasure
地球	地球 ちきゅう the earth; the globe
局	局 きょく bureau; department; office (e.g. post, telephone); broadcasting station (e.g. television, radio); channel; exchange; affair; situation; game (of go, shogi, etc.)
到着	到着 とうちゃく arrival
航空	航空 こうくう aviation; flying
基	基 もと origin; source; base; basis; foundation; root; cause; ingredient; material; original cost (or capital, principal, etc.); (plant) root; (tree) trunk; first section of a waka; former ~; originally a ~; handle (chopsticks, brush, etc.); grip
