盛り	盛り さかり peak (e.g. of cherry blossom season); height (e.g. of summer); prime (of one's life); one's best days; rutting; being in heat
賛成	賛成 さんせい approval; agreement; support; favour; favor
係	係 かかり charge; duty; person in charge; official; clerk; connection; linking
帰宅	帰宅 きたく returning home
無し	無し なし without; unacceptable; not alright; unsatisfactory
冒険	冒険 ぼうけん risk; venture; adventure
ビデオ	ビデオ ビデオ video
後者	後者 こうしゃ the latter
生き物	生き物 いきもの living thing; animal
越える	越える こえる to cross over; to cross; to pass through; to pass over (out of); to exceed
宿	宿 やど lodging; inn; hotel; house; home; dwelling; home of a servant's parents (or guarantor, etc.)
毒	毒 どく poison; toxicant; harm; evil influence; ill will; spite; malice; abusive language
素晴らしい	素晴らしい すばらしい wonderful; splendid; magnificent
カー	カー カー car
暮れ	暮れ くれ sunset; sundown; nightfall; dusk; end; close; year-end; end of the year
婚約	婚約 こんやく engagement; betrothal
相続	相続 そうぞく succession; inheritance
救助	救助 きゅうじょ relief; aid; rescue
交際	交際 こうさい company; friendship; association; society; acquaintance
発達	発達 はったつ development; growth
悪魔	悪魔 あくま devil; demon; fiend; Satan; the Devil; Māra; evil spirits or forces that hinder one's path to enlightenment
起こる	起こる おこる to occur; to happen
筆	筆 ふで writing brush
覚悟	覚悟 かくご resolution; resignation; readiness; preparedness
券	券 けん ticket; coupon; bond; certificate
仲	仲 なか relation; relationship
天候	天候 てんこう weather
空き	空き あき space; room; emptiness; gap; opening; vacancy; empty seat; free time; time to spare; disuse; unused thing
騒ぎ	騒ぎ さわぎ uproar; disturbance
敵	敵 てき opponent; rival; adversary; menace; danger; threat; enemy
無視	無視 むし disregarding; ignoring
繰り返す	繰り返す くりかえす to repeat; to do something over again
詩	詩 し poem; verse of poetry
金曜	金曜 きんよう Friday
熱帯	熱帯 ねったい tropics
前者	前者 ぜんしゃ the former
応じる	応じる おうじる to respond; to satisfy; to accept; to comply with; to apply for
万一	万一 まんいち emergency; unlikely event; by some chance; by some possibility
岩	岩 いわ rock; boulder; crag; cliff; anchor
縁	縁 ふち rim; brim; edge; brink
丘	丘 おか hill; height; knoll; rising ground; bonus points awarded to the winner at the end of a game
当てる	当てる あてる to hit; to expose; to apply (e.g. patch); to put on; to put against; to hold on; to hold against; to allot; to call on someone (e.g. in class); to guess (an answer); to make a hit (e.g. in a lottery)
夜中	夜中 よなか midnight; dead of night
感心	感心 かんしん admiration; Well done!
区別	区別 くべつ distinction; differentiation; classification
互い	互い たがい mutual; reciprocal
何で	何で なんで why?; what for?; how?; by what means?
見送り	見送り みおくり seeing one off; farewell; escort
抱える	抱える かかえる to hold or carry under or in the arms; to have (esp. problems, debts, etc.); to employ; to engage; to hire
妙	妙 みょう strange; unusual; (something) superb; (something) excellent
月曜	月曜 げつよう Monday
陸	陸 りく land; shore
芝居	芝居 しばい play; drama
横断	横断 おうだん crossing; transverse
更に	更に さらに furthermore; again; after all; more and more; moreover; even more
缶	缶 かん can; tin
誇り	誇り ほこり pride; boast
拍手	拍手 はくしゅ clapping hands; applause
少々	少々 しょうしょう just a minute; small quantity
詩人	詩人 しじん poet
破産	破産 はさん bankruptcy; insolvency
誤解	誤解 ごかい misunderstanding
家賃	家賃 やちん rent
強盗	強盗 ごうとう robber; mugger; robbery; burglary
幸い	幸い さいわい happiness; blessedness; luck; fortune; felicity; luckily; fortunately
課	課 か lesson; section (in an organization); division; department; counter for lessons and chapters (of a book)
気候	気候 きこう climate
商人	商人 しょうにん trader; shopkeeper; merchant
誤り	誤り あやまり error; mistake; slip; bug
意志	意志 いし will; volition; intention; intent; determination
煙	煙 けむり smoke; fumes
銃	銃 じゅう gun; rifle; small arms
備える	備える そなえる to furnish; to provide for; to equip; to install; to have ready; to prepare for; to possess (all that is needed); to be endowed with; to be armed with; to be born with; to have since birth
頭痛	頭痛 ずつう headache
奪う	奪う うばう to snatch away; to dispossess; to steal
囲む	囲む かこむ to surround; to encircle; to enclose; to fence; to wall in; to besiege; to lay siege to; to play (go, shogi, etc.)
混雑	混雑 こんざつ congestion; crush; crowding; jam; confusion; disorder
風呂	風呂 ふろ bath; bathtub; bathroom; bathhouse; room for drying lacquerware; base (wooden joint connecting the blade of a hoe, spade, etc., to the handle)
支払う	支払う しはらう to pay
務め	務め つとめ service; duty; business; responsibility; task; Buddhist religious services
食欲	食欲 しょくよく appetite (for food)
断る	断る ことわる to refuse; to reject; to dismiss; to turn down; to decline; to inform; to give notice; to tell in advance; to ask leave; to excuse oneself (from)
物事	物事 ものごと things; everything
批評	批評 ひひょう criticism; review; commentary
おそらく	おそらく おそらく perhaps; likely; probably; I dare say
休憩	休憩 きゅうけい rest; break; recess; intermission
技師	技師 ぎし engineer; technician
砂漠	砂漠 さばく desert
望む	望む のぞむ to desire; to wish for; to expect; to see; to command (a view of)
骨折	骨折 こっせつ bone fracture
単語	単語 たんご word; vocabulary; (usually) single-character word
泡	泡 あわ bubble; foam; froth; head on beer
外す	外す はずす to unfasten; to undo; to remove; to take off; to deinstall; to leave; to step out; to slip away; to miss (a target)
欠陥	欠陥 けっかん defect; fault; deficiency; deformity; shortage; gap
したがって	したがって したがって therefore; consequently; accordingly
親友	親友 しんゆう close friend; bosom (old, intimate) friend; buddy; crony; chum
孫	孫 まご grandchild; grandson; granddaughter
毛布	毛布 もうふ blanket
岸	岸 きし bank; coast; shore
望み	望み のぞみ wish; desire; hope; prospect; expectation; (one's) hopes
