あんまり	あんまり あんまり remainder; rest; balance; remains; scraps; residue; remnant; not very (with negative sentence); not much; surplus; excess; fullness; too much; more than; over
勢い	勢い いきおい force; vigor; vigour; energy; spirit; life; influence; authority; power; might; impetus; momentum; course (of events); naturally; necessarily
現象	現象 げんしょう phenomenon
警告	警告 けいこく warning; advice
中止	中止 ちゅうし suspension; stoppage; discontinuance; interruption
スタンド	スタンド スタンド stands; bleachers; stand (e.g. newspaper stand); counter (e.g. lunch counter); stand (e.g. inkstand); desk lamp; floor lamp; standard lamp; station (e.g. gas station)
不正	不正 ふせい injustice; unfairness; iniquity; impropriety; irregularity; dishonesty; illegality; fraud
輪	輪 わ ring; circle; loop; hoop; wheel; circle (e.g. of friends)
スター	スター スター star (cinema, sports, etc.); celebrity; idol; star symbol; asterisk; (celestial) star
願い	願い ねがい desire; wish; request; prayer; petition; application
野	野 の plain; field; hidden (structural) member; wild; lacking a political post
戦い	戦い たたかい battle; fight; struggle; conflict
収入	収入 しゅうにゅう income; receipts; revenue
裁判	裁判 さいばん trial; judgement; judgment
負け	負け まけ defeat; loss; losing (a game)
手術	手術 しゅじゅつ (surgical) operation; procedure
演奏	演奏 えんそう musical performance
主張	主張 しゅちょう claim; request; insistence; assertion; advocacy; emphasis; contention; opinion; tenet
書類	書類 しょるい documents; official papers
愛情	愛情 あいじょう love; affection
始まり	始まり はじまり origin; beginning
論文	論文 ろんぶん thesis; essay; treatise; paper; article
棒	棒 ぼう pole; rod; stick
見事	見事 みごと splendid; magnificent; beautiful; admirable; praiseworthy act; feat; commendable deed; utter (esp. defeat); total; complete
完了	完了 かんりょう completion; conclusion; perfect (tense, form, aspect)
役割	役割 やくわり part; assigning (allotment of) parts; role; duties
主に	主に おもに mainly; primarily
明確	明確 めいかく clear; precise; definite; distinct
日付	日付 ひづけ date; dating
関心	関心 かんしん concern; interest
婦人	婦人 ふじん woman; lady; adult female
腰	腰 こし back; lower back; waist; hips; lumbar region; body (of hair, noodle, paper, etc.); resilience; spring
適切	適切 てきせつ pertinent; appropriate; adequate; relevance
候補	候補 こうほ candidate; contender; prospect; pick; choice; list; candidacy; candidature; nomination
松	松 まつ pine tree (Pinus spp.); highest (of a three-tier ranking system)
弁当	弁当 べんとう bento; Japanese box lunch
土曜	土曜 どよう Saturday
異なる	異なる ことなる to differ; to vary; to disagree
配達	配達 はいたつ delivery; distribution
ベルト	ベルト ベルト belt (waist, seat, etc.); strap; belt; zone; area; drive belt; machine belt
大部分	大部分 だいぶぶん most part; greater part; majority
迷惑	迷惑 めいわく trouble; bother; annoyance
我々	我々 われわれ we
批判	批判 ひはん criticism; judgement; judgment; comment
出発	出発 しゅっぱつ departure
勝ち	勝ち かち win; victory
新鮮	新鮮 しんせん fresh
抵抗	抵抗 ていこう resistance; opposition; standing up to; reluctance; repulsion; repugnance; resistance; drag; friction; electrical resistance; resistor
有利	有利 ゆうり advantageous; better; profitable; lucrative
命	命 いのち life; life force; lifetime; lifespan; most important thing; foundation; core; paired tattoos of the "life" kanji on the upper arms of a man and woman (indicating unwavering love); fate; destiny; karma
博物館	博物館 はくぶつかん museum
不満	不満 ふまん dissatisfaction; displeasure; discontent; complaints; unhappiness; disgruntled
議論	議論 ぎろん argument; discussion; dispute; controversy
事態	事態 じたい situation; (present) state of affairs; circumstances
増加	増加 ぞうか increase; increment; addition
疲れ	疲れ つかれ tiredness; fatigue
日中	日中 にっちゅう daytime; during the day; Sino-Japanese
正直	正直 しょうじき honesty; integrity; frankness; honestly; frankly
虎	虎 とら tiger (Panthera tigris); drunkard; drunk; sot
講演	講演 こうえん lecture; address; speech
優秀	優秀 ゆうしゅう superiority; excellence
読書	読書 どくしょ reading
働き	働き はたらき work; labor; labour; achievement; performance; ability; talent; salary; income; earnings; action; activity; workings; function; operation; movement; motion; conjugation; inflection
近代	近代 きんだい present day; modern times; recent times; early modern period (in Japan, usu. from the Meiji Restoration until the end of World War II)
逮捕	逮捕 たいほ arrest; apprehension; capture
傷	傷 きず wound; injury; cut; gash; bruise; scratch; scrape; scar; chip; crack; scratch; nick; flaw; defect; weakness; weak point; stain (on one's reputation); disgrace; dishonor; dishonour; (emotional) hurt; hurt feelings
通学	通学 つうがく commuting to school; school commute
肩	肩 かた shoulder
命令	命令 めいれい order; command; decree; directive; (software) instruction; statement
笑い	笑い わらい laugh; laughter; smile; sneer; sex aids (e.g. dildos, pornographic books, erotic woodblock prints, etc.)
家事	家事 かじ housework; domestic chores; family affairs; household matters
何でも	何でも なんでも any; whatever one likes; by all means; anything; everything; I am told; I understand; they say; I hear
党	党 とう party (political); faction; -ite
谷	谷 たに valley
合わせる	合わせる あわせる to match (rhythm, speed, etc.); to join together; to unite; to combine; to add up; to face; to be opposite (someone); to compare; to check with; to cause to meet (e.g. an unpleasant fate); to place together; to connect; to overlap; to mix; to combine; to put blade to blade; to fight
週	週 しゅう week
援助	援助 えんじょ assistance; aid; support
語る	語る かたる to talk about; to speak of; to tell; to narrate; to recite; to chant; to indicate; to show
徐々	徐々 じょじょ gradually; steadily; quietly; slowly; little by little; soon
入場	入場 にゅうじょう entrance; admission; entering
大戦	大戦 たいせん great war; great battle
